"year","state","FTM","white","poor","turnout"
1984,"NH",73.6153869628906,1,0.117647059261799,1.80555558204651
1986,"NH",76.7333297729492,0.944444417953491,0.15384615957737,1.44444441795349
1988,"NH",66.3103485107422,0.935483872890472,0.0666666701436043,1.75999999046326
1990,"NH",72.6326522827148,0.959183692932129,0.0476190485060215,1.48979592323303
1992,"NH",50.6111106872559,0.914285719394684,0.0909090936183929,1.83333337306976
1994,"NH",52.6666679382324,1,0.28571429848671,1.60000002384186
1996,"NH",56.9444427490234,1,0.176470592617989,1.82352936267853
1998,"NH",41.8333320617676,1,0.0833333358168602,1.58333337306976
2000,"NH",41.75,0.947368443012238,0.111111111938953,1.82352936267853
2002,"NH",72.6153869628906,0.923076927661896,0,1.90909087657928
2004,"NH",51.6153831481934,0.916666686534882,0.16666667163372,1.90909087657928
1952,"NY",NA,0.926136374473572,0.127167627215385,1.87195122241974
1956,"NY",NA,0.910714268684387,0.079268291592598,1.80952382087708
1958,"NY",NA,0.891891896724701,0.0965517237782478,1.76027393341064
1960,"NY",NA,0.915966391563416,0.0588235296308994,1.89743590354919
1962,"NY",NA,0.888888895511627,0.17924527823925,1.69444441795349
1964,"NY",NA,0.899999976158142,0.154545456171036,1.84210526943207
1966,"NY",NA,0.871999979019165,0.173553720116615,1.61600005626678
1968,"NY",58.9793815612793,0.924369752407074,0.0782608687877655,1.74285709857941
1970,"NY",61.518985748291,0.860759496688843,0.0666666701436043,1.72151899337769
1972,"NY",62.6280479431152,0.833333313465118,0.15950919687748,1.8699187040329
1974,"NY",63.1234550476074,0.894117653369904,0.0750000029802322,1.63529407978058
1976,"NY",58.9541282653809,0.787610590457916,0.111111111938953,1.78651690483093
1978,"NY",63.4545440673828,0.818181812763214,0.189393937587738,1.49044585227966
1980,"NY",59.0833320617676,0.867768585681915,0.192982450127602,1.62745094299316
1982,"NY",47.934211730957,0.714285731315613,0.16666667163372,1.59740257263184
1984,"NY",59.4108123779297,0.779569864273071,0.105263158679008,1.75308644771576
1986,"NY",55.2482757568359,0.707482993602753,0.100840337574482,1.45890414714813
1988,"NY",57.2129020690918,0.75,0.100719422101974,1.70921981334686
1990,"NY",61.8516120910645,0.860759496688843,0.192592591047287,1.42405068874359
1992,"NY",49.5485725402832,0.765714287757874,0.128205135464668,1.77702701091766
1994,"NY",62.2065200805664,0.648351669311523,0.0833333358168602,1.55434787273407
1996,"NY",64.6436767578125,0.597701132297516,0.142857149243355,1.81012654304504
1998,"NY",61.4431800842285,0.719101130962372,0.214285716414452,1.68965518474579
2000,"NY",61.5175437927246,0.728070199489594,0.147368416190147,1.75789475440979
2002,"NY",59.3118286132812,0.691489338874817,0,1.68604648113251
2004,"NY",44.9418601989746,0.694117665290833,0.16666667163372,1.75675678253174
2008,"NY",27.7213115692139,0.537190079689026,0.186915889382362,1.7387387752533
1952,"OH",NA,0.965517222881317,0.130952388048172,1.80459773540497
1956,"OH",NA,0.970000028610229,0.0721649453043938,1.79999995231628
1958,"OH",NA,0.961538434028625,0.0945945978164673,1.76923072338104
1960,"OH",NA,1,0.0909090936183929,1.84745764732361
1962,"OH",NA,1,0.0989011004567146,1.62765955924988
1964,"OH",NA,0.930000007152557,0.171717166900635,1.74444448947906
1966,"OH",NA,0.901234567165375,0.15384615957737,1.61728394031525
1968,"OH",58.7066650390625,0.913978517055511,0.0978260859847069,1.83950614929199
1970,"OH",51.906665802002,0.949367105960846,0.171052634716034,1.64102566242218
1972,"OH",65.7573928833008,0.912790715694427,0.120481930673122,1.73154366016388
1974,"OH",62.2702713012695,0.928571403026581,0.103773586452007,1.61061942577362
1976,"OH",61.5919990539551,0.881889760494232,0.0877192988991737,1.77884614467621
1978,"OH",64.0763320922852,0.832061052322388,0.0924369767308235,1.52671754360199
1980,"OH",60.0104179382324,0.865979373455048,0.135802462697029,1.58620691299438
1982,"OH",60.235294342041,0.941860437393188,0.211267605423927,1.55952382087708
1984,"OH",62.5263175964355,0.948453605175018,0.202380955219269,1.67415726184845
1986,"OH",71.0735321044922,0.869565188884735,0.202898547053337,1.50724637508392
1988,"OH",53.2527465820312,0.908163249492645,0.296703308820724,1.72839510440826
1990,"OH",63.6477279663086,0.806818187236786,0.224999994039536,1.54545450210571
1992,"OH",54.3589744567871,0.860759496688843,0.197368428111076,1.76712334156036
1994,"OH",52.1315803527832,0.897435903549194,0.176470592617989,1.51282048225403
1996,"OH",57.4210510253906,0.89473682641983,0.235294118523598,1.84375
1998,"OH",59.6744194030762,0.883720934391022,0.135135129094124,1.6279069185257
2000,"OH",52.3888893127441,0.871428549289703,0.175438597798347,1.7619047164917
2002,"OH",65.4375,0.890625,0,1.77586209774017
2004,"OH",62.3939399719238,0.818181812763214,0.15384615957737,1.89999997615814
2008,"OH",39.9647064208984,0.785714268684387,0.14634145796299,1.84615385532379
2000,"ND",29.2857151031494,1,0,1.85714280605316
2002,"ND",61.8333320617676,1,0,2
2008,"ND",52.6666679382324,0.948717951774597,0.147058829665184,1.83333337306976
1952,"FL",NA,0.526315808296204,0.578947365283966,1.39999997615814
1956,"FL",NA,0.777777791023254,0.200000002980232,1.63492059707642
1958,"FL",NA,0.730158746242523,0.225806444883347,1.46031749248505
1960,"FL",NA,0.791666686534882,0.191489368677139,1.86842107772827
1962,"FL",NA,0.774999976158142,0.184210523962975,1.67499995231628
1964,"FL",NA,0.8125,0.130434781312943,1.65909087657928
1966,"FL",NA,0.977777779102325,0.18604651093483,1.66666662693024
1968,"FL",55.1904754638672,0.843137264251709,0.183673471212387,1.75
1970,"FL",65.9074096679688,0.851851880550385,0.244897961616516,1.48148143291473
1972,"FL",68.5974044799805,0.844155848026276,0.202702701091766,1.71875
1974,"FL",66.9767456054688,0.863636374473572,0.170731708407402,1.5
1976,"FL",66.053337097168,0.769230782985687,0.16666667163372,1.74242424964905
1978,"FL",67.7757034301758,0.84112149477005,0.161290317773819,1.55555558204651
1980,"FL",50.6399993896484,0.842105269432068,0.140625,1.67692303657532
1982,"FL",62.943660736084,0.830985903739929,0.126984134316444,1.42253518104553
1984,"FL",70.315788269043,0.807692289352417,0.0588235296308994,1.63888883590698
1986,"FL",73.4123687744141,0.693877577781677,0.174418598413467,1.60204076766968
1988,"FL",67.1071395874023,0.59649121761322,0.303571432828903,1.52173912525177
1990,"FL",65.9508209228516,0.524590134620667,0.280701756477356,1.36065578460693
1992,"FL",60.0860214233398,0.681818187236786,0.24719101190567,1.57303369045258
1994,"FL",55.4693870544434,0.762886583805084,0.292134821414948,1.54081630706787
1996,"FL",64.7444458007812,0.674157321453094,0.214285716414452,1.75
1998,"FL",62.0892868041992,0.642857134342194,0.145454540848732,1.35714280605316
2000,"FL",52.8241767883301,0.766666650772095,0.302631586790085,1.67948722839355
2002,"FL",63.1186447143555,0.898305058479309,0,1.74545454978943
2004,"FL",73.4375,0.5625,0.142857149243355,1.64444446563721
2008,"FL",43.2848854064941,0.647398829460144,0.169811323285103,1.78980886936188
1952,"GA",NA,0.9375,0.458333343267441,1.39999997615814
1956,"GA",NA,0.878787875175476,0.25806450843811,1.4848484992981
1958,"GA",NA,0.939393937587738,0.275862067937851,1.30303025245667
1960,"GA",NA,0.90625,0.40625,1.51612901687622
1962,"GA",NA,0.853658556938171,0.289473682641983,1.35000002384186
1964,"GA",NA,0.833333313465118,0.176470592617989,1.58823525905609
1966,"GA",NA,0.5,0.0833333358168602,1.66666662693024
1968,"GA",67.6666641235352,0.578947365283966,0.421052634716034,1.6875
1970,"GA",57.5151519775391,0.794117629528046,0.181818187236786,1.32352936267853
1972,"GA",69.712646484375,0.633333325386047,0.206896558403969,1.55072462558746
1974,"GA",62.0188674926758,0.792452812194824,0.122448980808258,1.41509437561035
1976,"GA",48.0576934814453,0.547169804573059,0.185185179114342,1.5
1978,"GA",68.6666641235352,0.800000011920929,0.195652171969414,1.41999995708466
1980,"GA",65.2564086914062,0.774999976158142,0.257142871618271,1.57894742488861
1982,"GA",40.6153831481934,0.769230782985687,0.428571432828903,1.41025638580322
1984,"GA",55.3595504760742,0.554347813129425,0.310344815254211,1.58333337306976
1986,"GA",64.5918350219727,0.563106775283813,0.371134012937546,1.34951460361481
1988,"GA",57.1428565979004,0.49462366104126,0.329670339822769,1.56097555160522
1990,"GA",63.5108680725098,0.404255330562592,0.325581401586533,1.38297867774963
1992,"GA",57.4518508911133,0.532374083995819,0.28571429848671,1.5440000295639
1994,"GA",56.7951812744141,0.597561001777649,0.337500005960464,1.38554215431213
1996,"GA",60.6666679382324,0.506172835826874,0.291666656732559,1.56164383888245
1998,"GA",60.2727279663086,0.515151500701904,0.181818187236786,1.42424237728119
2000,"GA",45.8787879943848,0.484848499298096,0.129032254219055,1.72413790225983
2002,"GA",68.7666702270508,0.551724135875702,0,1.8400000333786
2004,"GA",45,0.200000002980232,0.16666667163372,1.88888883590698
2008,"GA",38.4871788024902,0.551282048225403,0.152777776122093,1.7826087474823
1952,"MS",NA,0.620689630508423,0.321428567171097,1.44827580451965
1956,"MS",NA,0.571428596973419,0.61904764175415,1.2380952835083
1958,"MS",NA,0.538461565971375,0.692307710647583,1.15384614467621
1960,"MS",NA,0.642857134342194,0.571428596973419,1.33333337306976
1962,"MS",NA,0.333333343267441,0.444444447755814,1.33333337306976
1964,"MS",NA,0.818181812763214,0.545454561710358,1.22222220897675
1966,"MS",NA,1,0.28571429848671,1.85714280605316
1968,"MS",48.4166679382324,0.736842095851898,0,1.92307686805725
1970,"MS",49.027027130127,0.702702701091766,0.243243247270584,1.45945942401886
1972,"MS",77.5227279663086,0.931818187236786,0.261904776096344,1.68292677402496
1974,"MS",71.3333358764648,0.966666638851166,0.433333337306976,1.24137926101685
1976,"MS",67.1923065185547,0.846153855323792,0.269230782985687,1.75999999046326
1978,"MS",72.5999984741211,0.791666686534882,0.541666686534882,1.54166662693024
1980,"MS",72.4117660522461,0.842105269432068,0.421052634716034,1.66666662693024
1982,"MS",63,0.739130437374115,0.272727280855179,1.69565212726593
1996,"MS",60,1,0,1
2000,"MS",52.5,0.75,0,1.66666662693024
2002,"MS",54.6666679382324,0.666666686534882,0,1.75
2008,"MS",44.6507949829102,0.428571432828903,0.333333343267441,1.79999995231628
1952,"TX",NA,0.955882370471954,0.373134315013885,1.70000004768372
1956,"TX",NA,0.976190447807312,0.156626507639885,1.55952382087708
1958,"TX",NA,0.983606576919556,0.0500000007450581,1.32786881923676
1960,"TX",NA,0.976190447807312,0.0731707289814949,1.85365855693817
1962,"TX",NA,0.976190447807312,0.178571432828903,1.36904764175415
1964,"TX",NA,0.847222208976746,0.144927531480789,1.66153848171234
1966,"TX",NA,0.881355941295624,0.396551728248596,1.32203388214111
1968,"TX",65.1304321289062,0.815789461135864,0.216216221451759,1.61971831321716
1970,"TX",56.0161285400391,0.806451618671417,0.155172407627106,1.59677422046661
1972,"TX",61,0.666666686534882,0.194444447755814,1.6271185874939
1974,"TX",59.8461532592773,0.704545438289642,0.162790700793266,1.46666669845581
1976,"TX",62.9215698242188,0.672727286815643,0.134615391492844,1.63043475151062
1978,"TX",63.673469543457,0.839999973773956,0.18840579688549,1.38410592079163
1980,"TX",67.9270858764648,0.74015748500824,0.157407402992249,1.70754718780518
1982,"TX",63.3846168518066,0.675675690174103,0.16666667163372,1.5263158082962
1984,"TX",61.6689643859863,0.529801309108734,0.161764711141586,1.70229005813599
1986,"TX",68.5205459594727,0.65562915802002,0.24285714328289,1.39072847366333
1988,"TX",62.904411315918,0.51408451795578,0.220588237047195,1.68067228794098
1990,"TX",67.9503555297852,0.395833343267441,0.330769240856171,1.42361116409302
1992,"TX",58.3548393249512,0.551136374473572,0.275862067937851,1.68944096565247
1994,"TX",54.6896553039551,0.577464759349823,0.207407400012016,1.53424656391144
1996,"TX",63.2148132324219,0.544117629528046,0.209302321076393,1.76422762870789
1998,"TX",57.3402786254883,0.586206912994385,0.198473289608955,1.42758619785309
2000,"TX",53.8832130432129,0.567164182662964,0.194915249943733,1.70000004768372
2002,"TX",69.8198165893555,0.603603601455688,0,1.56382977962494
2004,"TX",63.5357131958008,0.488095223903656,0.229729726910591,1.73684215545654
2008,"TX",41.2121200561523,0.292817682027817,0.200000002980232,1.64634144306183
1972,"WV",77.2444458007812,1,0.232558146119118,1.85294115543365
1974,"WV",62.9285697937012,0.965517222881317,0.137931033968925,1.51724135875702
1976,"WV",66.5999984741211,1,0.185185179114342,1.57692313194275
1978,"WV",59.9500007629395,1,0.16666667163372,1.39999997615814
1980,"WV",59.1538467407227,1,0.363636374473572,1.61538457870483
1982,"WV",61.5263175964355,1,0.0625,1.68421053886414
1984,"WV",59.0961532592773,0.923076927661896,0.183673471212387,1.75510203838348
1986,"WV",59.1470603942871,0.972222208976746,0.257142871618271,1.38888883590698
1988,"WV",57.2999992370605,0.933333337306976,0.300000011920929,1.39285719394684
1990,"WV",56.8461532592773,0.923076927661896,0.10810811072588,1.41025638580322
1992,"WV",46.2162170410156,0.973684191703796,0.135135129094124,1.75
1994,"WV",43.8888893127441,1,0.25,1.66666662693024
1996,"WV",50,1,0.25,2
2000,"WV",43.75,1,0.5,1.75
2002,"WV",91.8333358764648,0.833333313465118,0,1.83333337306976
1952,"CO",NA,0.833333313465118,0.266666680574417,1.79999995231628
1956,"CO",NA,1,0.259259253740311,1.74074077606201
1958,"CO",NA,0.954545438289642,0.227272734045982,1.54545450210571
1960,"CO",NA,1,0.125,1.75
1962,"CO",NA,1,0.200000002980232,1.6875
1964,"CO",NA,1,0.214285716414452,1.92307686805725
1966,"CO",NA,1,0.214285716414452,1.79999995231628
1968,"CO",43.461540222168,1,0.200000002980232,1.85714280605316
1970,"CO",71.3181838989258,0.909090936183929,0.136363640427589,1.72727274894714
1972,"CO",60.3103446960449,0.933333337306976,0.16666667163372,1.73333334922791
1974,"CO",61.1111106872559,1,0.277777791023254,1.66666662693024
1976,"CO",65.0952377319336,1,0.130434781312943,1.7826087474823
1978,"CO",70.3043441772461,0.91304349899292,0.340909093618393,1.54347825050354
1980,"CO",48.7878799438477,0.911764681339264,0.133333340287209,1.6875
1982,"CO",59.1176452636719,1,0,1.64705884456635
1984,"CO",60.0555572509766,0.837837815284729,0.171428576111794,1.65625
1986,"CO",61.7435913085938,0.875,0.179487183690071,1.35000002384186
1988,"CO",59.4444427490234,0.783783793449402,0.388888895511627,1.67857146263123
1990,"CO",57.790699005127,0.555555582046509,0.232558146119118,1.36363637447357
1992,"CO",39.625,0.625,0.277777791023254,1.82857143878937
1994,"CO",54,0.805555582046509,0.16666667163372,1.63888883590698
1996,"CO",56.4473686218262,0.815789461135864,0.0270270276814699,1.7837837934494
1998,"CO",46.25,0.916666686534882,0.0833333358168602,1.66666662693024
2000,"CO",49.1351356506348,0.621621608734131,0.09375,1.6875
2002,"CO",68.4857177734375,0.742857158184052,0,1.61764705181122
2004,"CO",51,0.814814805984497,0.0740740746259689,1.96153843402863
2008,"CO",35.9175262451172,0.666666686534882,0.221052631735802,1.80645155906677
1952,"CA",NA,0.914285719394684,0.109489053487778,1.71875
1956,"CA",NA,0.895833313465118,0.0935251787304878,1.74305558204651
1958,"CA",NA,0.887096762657166,0.125,1.67741930484772
1960,"CA",NA,0.857142865657806,0.120481930673122,1.71249997615814
1962,"CA",NA,0.881355941295624,0.210526317358017,1.66949152946472
1964,"CA",NA,0.924528300762177,0.129870131611824,1.78911566734314
1966,"CA",NA,0.854700863361359,0.155172407627106,1.68103444576263
1968,"CA",60.8512382507324,0.854304611682892,0.142857149243355,1.68181812763214
1970,"CA",51.0923080444336,0.849624037742615,0.136363640427589,1.70676696300507
1972,"CA",62.139533996582,0.84375,0.175115212798119,1.78074860572815
1974,"CA",57.376148223877,0.845454573631287,0.0761904790997505,1.64545452594757
1976,"CA",55.8162155151367,0.789189159870148,0.104972377419472,1.68124997615814
1978,"CA",61.2649993896484,0.783251225948334,0.109289616346359,1.61386144161224
1980,"CA",48.2713165283203,0.763888895511627,0.144927531480789,1.75999999046326
1982,"CA",55.037036895752,0.75,0.0399999991059303,1.70588231086731
1984,"CA",59.0736427307129,0.777777791023254,0.0707964599132538,1.80616736412048
1986,"CA",64.889762878418,0.749034762382507,0.136170208454132,1.57751941680908
1988,"CA",61.3286399841309,0.733644843101501,0.0659898445010185,1.83510637283325
1990,"CA",64.4536590576172,0.686274528503418,0.078125,1.57560980319977
1992,"CA",49.4854774475098,0.694560647010803,0.0729613751173019,1.80645155906677
1994,"CA",54.7719306945801,0.776470601558685,0.164556965231895,1.67251467704773
1996,"CA",55.5857124328613,0.715328454971313,0.152671754360199,1.79338848590851
1998,"CA",61.9599990844727,0.560000002384186,0.159420296549797,1.61333334445953
2000,"CA",57.5842094421387,0.655913949012756,0.11042945086956,1.72500002384186
2002,"CA",60.6433563232422,0.690140843391418,0,1.65517246723175
2004,"CA",55.5693435668945,0.652173936367035,0.185483872890472,1.80672264099121
2008,"CA",33.0666656494141,0.552816927433014,0.125954195857048,1.796875
1952,"OR",NA,1,0.5,NA
1962,"OR",NA,1,0.0799999982118607,1.63999998569489
1964,"OR",NA,1,0.100000001490116,1.81818187236786
1966,"OR",NA,1,0.181818187236786,1.81818187236786
1968,"OR",56.0476188659668,1,0,1.80952382087708
1970,"OR",53.3636360168457,1,0.0454545468091965,1.81818187236786
1972,"OR",61.1500015258789,0.951219499111176,0.200000002980232,1.76315784454346
1974,"OR",56.2580642700195,1,0.161290317773819,1.78125
1976,"OR",59.9310340881348,0.982758641242981,0.0535714291036129,1.81818187236786
1978,"OR",62.5517234802246,0.965517222881317,0.192307695746422,1.58620691299438
1980,"OR",51.6818199157715,0.95652174949646,0.173913046717644,1.77272725105286
1982,"OR",51.9285697937012,0.928571403026581,0.148148149251938,1.62962961196899
1984,"OR",54.3220329284668,0.948275864124298,0.0350877195596695,1.82352936267853
1986,"OR",61.1714286804199,0.971428573131561,0.117647059261799,1.88571429252625
1988,"OR",49.2999992370605,0.897959172725677,0.239130437374115,1.80434787273407
1990,"OR",60.8666648864746,0.911111116409302,0.0454545468091965,1.66666662693024
1992,"OR",48.7272720336914,0.909090936183929,0.0681818202137947,1.85365855693817
1994,"OR",59.6333351135254,0.862068951129913,0.178571432828903,1.66666662693024
1996,"OR",64.0277786254883,0.891891896724701,0.28125,1.79999995231628
1998,"OR",53.90625,0.965517222881317,0.25,1.63636362552643
2000,"OR",57.1944427490234,0.787878811359406,0.129032254219055,1.74285709857941
2002,"OR",56.8275871276855,0.821428596973419,0,1.65517246723175
2004,"OR",31.3076915740967,0.839999973773956,0.238095238804817,1.83333337306976
2008,"OR",26.2962970733643,0.692307710647583,0.148148149251938,1.87999999523163
